w1,w2,w3,alpha,beta,pi0,regression_mae,full_model_mae,full_model_rmse,full_model_mape,volatility_mae,volatility_rmse,volatility_mape,sample_count,validation_count,price_rank,volatility_rank
0.06,0.76,0.18,1.169192443888089,3175.2011065307997,602.0548307752683,98.8729623419302,99.6240946758902,118.33740742395267,0.013194188044212024,99.6240946758902,118.33740742395267,0.754992835546416,158,241,111,111
0.04,0.78,0.18,1.167761089339997,3178.9977689831994,598.082921063215,98.76565089151693,99.64437170592035,118.304041625781,0.013201073149932973,99.64437170592035,118.304041625781,0.755418074287836,158,241,112,112
0.12,0.7,0.18,1.173282510066479,3165.14462078048,613.385272429467,99.28776884734499,99.66472882580567,118.7767954366393,0.013185554611930064,99.66472882580567,118.7767954366393,0.7545820966902061,158,241,113,113
0.26,0.7,0.04,1.1901423502355075,3078.472807436111,672.9958645426314,100.33567359283704,99.6862423098936,120.51409174816614,0.01313517892965652,99.6862423098936,120.51409174816614,0.7533843084669425,158,241,114,114
0.28,0.72,0.0,1.1936298641920475,3056.4807412628898,686.7241838789059,100.5215111904831,99.69631585431402,120.94780327243608,0.013126783748142322,99.69631585431402,120.94780327243608,0.7532674533239149,158,241,115,115
0.02,0.8,0.18,1.1662960119148698,3183.0143000459984,594.015496835882,98.71460381686839,99.69991822722531,118.32657658265727,0.013212564876510041,99.69991822722531,118.32657658265727,0.7560373974300594,158,241,116,116
0.24,0.68,0.08,1.1866052841547836,3100.705299572792,659.2114273026973,100.1982679023431,99.70572006447208,120.213964436955,0.013147801418381873,99.70572006447208,120.213964436955,0.7538905285673256,158,241,117,117
0.14,0.68,0.18,1.1745773771192254,3162.241260720244,616.9631700940381,99.55327146195987,99.7707770281386,119.03989270923306,0.013194619409662062,99.7707770281386,119.03989270923306,0.7552026350851346,158,241,118,118
0.2,0.66,0.14,1.1806570157422789,3135.194960389056,637.0569705742437,100.01925838934291,99.7802656863863,119.7587239781573,0.013174997434957541,99.7802656863863,119.7587239781573,0.7551323573068104,158,241,119,119
0.0,0.82,0.18,1.1647792791439715,3187.4510764234337,589.7143494068605,98.70735369556724,99.78215797060578,118.41465604393983,0.013227606941924888,99.78215797060578,118.41465604393983,0.7568182508640349,158,241,120,120
0.18,0.66,0.16,1.178247833328741,3147.5021938581895,628.6208683605523,99.90757326140923,99.78346881472275,119.54203436089105,0.013182296645591916,99.78346881472275,119.54203436089105,0.7553326269987641,158,241,121,121
0.22,0.66,0.12,1.1830273065672188,3123.1227901674447,645.4020856839752,100.14830691742017,99.78626667476757,120.0471326536585,0.01316934955633355,99.78626667476757,120.0471326536585,0.7550443605309444,158,241,122,122
0.28,0.7,0.02,1.1924027330213602,3067.015437576652,681.1486317252406,100.6228020206163,99.8263468768729,121.06260970181539,0.013147950673463957,99.8263468768729,121.06260970181539,0.7541511975493378,158,241,123,123
0.26,0.68,0.06,1.188908797761575,3089.00964101087,667.4421828928998,100.46127641197566,99.83054825260979,120.66917593099357,0.013158246426198159,99.83054825260979,120.66917593099357,0.7545183029614578,158,241,124,124
0.24,0.66,0.1,1.185365678495646,3111.2416264456206,653.6810558060429,100.33340766647227,99.8546605521723,120.40911751438941,0.01317133545614577,99.8546605521723,120.40911751438941,0.755123468994669,158,241,125,125
0.08,0.72,0.2,1.169366877737276,3181.868702869923,600.66724649254,99.20478385968815,99.87198673118118,118.69808177446393,0.013228075594035103,99.87198673118118,118.69808177446393,0.7562178443628109,158,241,126,126
0.1,0.7,0.2,1.1707296068820578,3178.525871087577,604.4347403884653,99.33894008301215,99.88952257503361,118.84989899606381,0.013225460651292232,99.88952257503361,118.84989899606381,0.7562130487621723,158,241,127,127
0.06,0.74,0.2,1.1679702343248064,3185.433258514898,596.8023095286394,99.09849918258416,99.89426471142835,118.60271564357198,0.013235217459092043,99.89426471142835,118.60271564357198,0.7566327257643284,158,241,128,128
0.16,0.66,0.18,1.1758003581436585,3160.040217603083,620.0963936944872,99.85546374938504,99.90383497975971,119.39730817952359,0.013206877266764207,99.90383497975971,119.39730817952359,0.7560671943073708,158,241,129,129
